['07/16/19 18:45:36', 2712.133275985718, 16.625, 61.925]
['07/16/19 18:45:46', 2722.1333680152893, 16.562, 61.8116]
['07/16/19 18:45:56', 2732.133542060852, 16.437, 61.586600000000004]
['07/16/19 18:46:06', 2742.133292913437, 16.375, 61.475]
['07/16/19 18:46:16', 2752.1343660354614, 16.25, 61.25]
['07/16/19 18:46:26', 2762.1333000659943, 16.187, 61.1366]
['07/16/19 18:46:36', 2772.133275985718, 16.125, 60.91160000000001]
['07/16/19 18:46:46', 2782.1343789100647, 16.0, 60.8]
['07/16/19 18:46:56', 2792.13329410553, 15.937000000000001, 60.6866]
['07/16/19 18:47:06', 2802.133325099945, 15.812000000000001, 60.461600000000004]
['07/16/19 18:47:16', 2812.134386062622, 15.75, 60.35]
['07/16/19 18:47:26', 2822.1333270072937, 15.625, 60.2366]
['07/16/19 18:47:36', 2832.1332879066467, 15.562000000000001, 60.0116]
['07/16/19 18:47:46', 2842.134386062622, 15.5, 59.900000000000006]
['07/16/19 18:47:56', 2852.133269071579, 15.375, 59.675]
['07/16/19 18:48:06', 2862.1332800388336, 15.312000000000001, 59.5616]
['07/16/19 18:48:16', 2872.1343710422516, 15.25, 59.45]
['07/16/19 18:48:26', 2882.133265018463, 15.125, 59.336600000000004]
['07/16/19 18:48:36', 2892.1332819461823, 15.062000000000001, 59.1116]
['07/16/19 18:48:46', 2902.134381055832, 15.0, 59.0]
['07/16/19 18:48:56', 2912.133323907852, 14.875, 58.8866]
['07/16/19 18:49:06', 2922.133373975754, 14.812000000000001, 58.66160000000001]
['07/16/19 18:49:16', 2932.1343660354614, 14.75, 58.55]
['07/16/19 18:49:26', 2942.1333260536194, 14.625, 58.325]
['07/16/19 18:49:36', 2952.134377002716, 14.562000000000001, 58.211600000000004]
['07/16/19 18:49:46', 2962.1333799362183, 14.5, 58.1]
['07/16/19 18:49:56', 2972.1332631111145, 14.375, 57.9866]
['07/16/19 18:50:06', 2982.1333560943604, 14.312000000000001, 57.7616]
['07/16/19 18:50:16', 2992.1343619823456, 14.25, 57.650000000000006]
['07/16/19 18:50:26', 3002.1332750320435, 14.187000000000001, 57.425]
['07/16/19 18:50:36', 3012.1333611011505, 14.062000000000001, 57.3116]
['07/16/19 18:50:46', 3022.1343779563904, 14.0, 57.2]
['07/16/19 18:50:56', 3032.133327960968, 13.875, 57.086600000000004]
['07/16/19 18:51:06', 3042.133903980255, 13.812000000000001, 56.8616]
